station,valid,drct,sknt,alti
JRB,2025-12-28 07:56,50.00,5.00,30.24
JRB,2025-12-28 08:56,250.00,5.00,30.23
JRB,2025-12-28 09:56,M,3.00,30.24
JRB,2025-12-28 10:56,M,4.00,30.24
JRB,2025-12-28 11:56,40.00,4.00,30.24
JRB,2025-12-28 12:56,0.00,0.00,30.24
JRB,2025-12-28 13:56,0.00,0.00,30.24
JRB,2025-12-28 14:56,0.00,0.00,30.23
JRB,2025-12-28 15:56,M,5.00,30.20
JRB,2025-12-28 16:56,250.00,6.00,30.18
JRB,2025-12-28 17:06,240.00,7.00,30.18
JRB,2025-12-28 17:56,250.00,8.00,30.15
JRB,2025-12-28 18:44,240.00,5.00,30.10
JRB,2025-12-28 18:56,250.00,5.00,30.10
JRB,2025-12-28 19:20,230.00,8.00,30.09
JRB,2025-12-28 19:56,240.00,3.00,30.09
JRB,2025-12-28 20:03,240.00,4.00,30.09
JRB,2025-12-28 20:56,240.00,8.00,30.09
JRB,2025-12-28 21:56,200.00,5.00,30.05
JRB,2025-12-28 22:56,240.00,6.00,30.05
JRB,2025-12-28 23:21,240.00,6.00,30.05
JRB,2025-12-28 23:48,240.00,4.00,30.04
JRB,2025-12-28 23:56,220.00,3.00,30.02
JRB,2025-12-29 00:56,230.00,5.00,29.98
JRB,2025-12-29 01:56,200.00,5.00,29.94
JRB,2025-12-29 02:06,200.00,5.00,29.93
JRB,2025-12-29 02:24,M,3.00,29.91
JRB,2025-12-29 02:56,0.00,0.00,29.89
JRB,2025-12-29 03:21,0.00,0.00,29.88
JRB,2025-12-29 03:56,0.00,0.00,29.85
JRB,2025-12-29 04:05,M,3.00,29.85
JRB,2025-12-29 04:56,0.00,0.00,29.81
JRB,2025-12-29 05:31,M,3.00,29.78
JRB,2025-12-29 05:56,M,5.00,29.75
JRB,2025-12-29 06:15,M,4.00,29.73
JRB,2025-12-29 06:56,M,4.00,29.70
JRB,2025-12-29 07:14,M,4.00,29.69
JRB,2025-12-29 07:31,M,6.00,29.67
JRB,2025-12-29 07:56,M,3.00,29.66
JRB,2025-12-29 08:13,M,3.00,29.64
JRB,2025-12-29 08:31,M,3.00,29.64
JRB,2025-12-29 08:56,0.00,0.00,29.61
JRB,2025-12-29 09:10,310.00,3.00,29.60
JRB,2025-12-29 09:56,0.00,0.00,29.57
JRB,2025-12-29 10:35,0.00,0.00,29.54
JRB,2025-12-29 10:56,0.00,0.00,29.52
JRB,2025-12-29 11:56,M,3.00,29.52
JRB,2025-12-29 12:31,140.00,3.00,29.48
JRB,2025-12-29 12:34,0.00,0.00,29.47
JRB,2025-12-29 12:44,0.00,0.00,29.48
JRB,2025-12-29 12:54,0.00,0.00,29.47
JRB,2025-12-29 12:56,0.00,0.00,29.47
JRB,2025-12-29 13:56,250.00,4.00,29.48
JRB,2025-12-29 14:12,260.00,4.00,29.47
JRB,2025-12-29 14:26,M,5.00,29.45
JRB,2025-12-29 14:47,190.00,6.00,29.44
JRB,2025-12-29 14:56,200.00,4.00,29.42
JRB,2025-12-29 15:16,200.00,4.00,29.41
JRB,2025-12-29 15:56,280.00,5.00,29.38
JRB,2025-12-29 16:41,240.00,6.00,29.35
JRB,2025-12-29 16:56,240.00,6.00,29.34
JRB,2025-12-29 17:56,260.00,6.00,29.32
JRB,2025-12-29 18:56,250.00,7.00,29.30
JRB,2025-12-29 19:23,260.00,11.00,29.30
JRB,2025-12-29 19:56,260.00,10.00,29.32
JRB,2025-12-29 20:56,260.00,15.00,29.34
JRB,2025-12-29 21:56,260.00,17.00,29.37
JRB,2025-12-29 22:56,270.00,15.00,29.38
JRB,2025-12-29 23:56,270.00,16.00,29.42
JRB,2025-12-30 00:56,280.00,11.00,29.45
JRB,2025-12-30 01:56,270.00,14.00,29.50
JRB,2025-12-30 02:56,270.00,11.00,29.51
JRB,2025-12-30 03:56,280.00,8.00,29.54
JRB,2025-12-30 04:56,280.00,12.00,29.56
JRB,2025-12-30 05:56,300.00,8.00,29.56
JRB,2025-12-30 06:56,300.00,7.00,29.57
JRB,2025-12-30 07:56,M,5.00,29.57
JRB,2025-12-30 08:56,260.00,11.00,29.58
JRB,2025-12-30 09:56,260.00,7.00,29.60
JRB,2025-12-30 10:56,270.00,7.00,29.63
JRB,2025-12-30 11:56,260.00,12.00,29.66
JRB,2025-12-30 12:56,260.00,11.00,29.67
JRB,2025-12-30 13:56,260.00,11.00,29.70
JRB,2025-12-30 14:56,M,6.00,29.71
JRB,2025-12-30 15:56,270.00,10.00,29.69
JRB,2025-12-30 16:56,260.00,17.00,29.68
JRB,2025-12-30 17:56,260.00,15.00,29.68
JRB,2025-12-30 18:56,270.00,12.00,29.67
JRB,2025-12-30 19:56,270.00,14.00,29.68
JRB,2025-12-30 20:56,260.00,13.00,29.69
JRB,2025-12-30 21:56,270.00,14.00,29.71
JRB,2025-12-30 22:56,260.00,12.00,29.73
JRB,2025-12-30 23:56,260.00,13.00,29.76
JRB,2025-12-31 00:56,260.00,14.00,29.78
JRB,2025-12-31 01:56,260.00,14.00,29.80
JRB,2025-12-31 02:56,260.00,11.00,29.80
JRB,2025-12-31 03:56,260.00,11.00,29.81
JRB,2025-12-31 04:56,270.00,11.00,29.81
JRB,2025-12-31 05:56,260.00,12.00,29.82
JRB,2025-12-31 06:56,260.00,11.00,29.83
JRB,2025-12-31 07:56,M,5.00,29.82
JRB,2025-12-31 08:56,260.00,10.00,29.82
JRB,2025-12-31 09:56,250.00,12.00,29.83
JRB,2025-12-31 10:56,260.00,12.00,29.84
JRB,2025-12-31 11:56,270.00,12.00,29.86
JRB,2025-12-31 12:56,270.00,11.00,29.88
JRB,2025-12-31 13:56,260.00,11.00,29.89
JRB,2025-12-31 14:56,260.00,12.00,29.89
JRB,2025-12-31 15:56,260.00,13.00,29.86
JRB,2025-12-31 16:56,260.00,14.00,29.82
JRB,2025-12-31 17:56,250.00,13.00,29.80
JRB,2025-12-31 18:56,260.00,11.00,29.80
JRB,2025-12-31 19:56,260.00,13.00,29.80
JRB,2025-12-31 20:56,270.00,14.00,29.80
JRB,2025-12-31 21:56,260.00,8.00,29.80
JRB,2025-12-31 22:56,250.00,10.00,29.81
JRB,2025-12-31 23:56,250.00,11.00,29.81
JRB,2026-01-01 00:56,230.00,9.00,29.78
JRB,2026-01-01 01:56,220.00,9.00,29.77
JRB,2026-01-01 02:56,220.00,9.00,29.74
JRB,2026-01-01 03:56,220.00,8.00,29.72
JRB,2026-01-01 04:56,200.00,10.00,29.67
JRB,2026-01-01 05:56,240.00,10.00,29.64
JRB,2026-01-01 06:56,240.00,9.00,29.62
JRB,2026-01-01 07:56,230.00,9.00,29.60
JRB,2026-01-01 08:56,260.00,12.00,29.57
JRB,2026-01-01 09:56,230.00,12.00,29.54
JRB,2026-01-01 10:56,260.00,15.00,29.56
JRB,2026-01-01 11:01,270.00,14.00,29.58
JRB,2026-01-01 11:03,M,6.00,29.59
JRB,2026-01-01 11:07,0.00,0.00,29.60
JRB,2026-01-01 11:15,M,3.00,29.61
JRB,2026-01-01 11:19,M,4.00,29.61
JRB,2026-01-01 11:26,0.00,0.00,29.62
JRB,2026-01-01 11:56,0.00,0.00,29.63
JRB,2026-01-01 12:28,M,3.00,29.67
JRB,2026-01-01 12:56,M,4.00,29.69
JRB,2026-01-01 13:56,M,3.00,29.74
JRB,2026-01-01 14:03,M,4.00,29.74
JRB,2026-01-01 14:11,M,4.00,29.75
JRB,2026-01-01 14:56,M,6.00,29.77
JRB,2026-01-01 15:56,260.00,7.00,29.78
JRB,2026-01-01 16:56,M,6.00,29.78
JRB,2026-01-01 17:56,M,4.00,29.79
JRB,2026-01-01 18:56,M,4.00,29.79
JRB,2026-01-01 19:56,M,4.00,29.81
JRB,2026-01-01 20:56,M,5.00,29.83
JRB,2026-01-01 21:56,270.00,5.00,29.87
JRB,2026-01-01 22:56,M,3.00,29.89
JRB,2026-01-01 23:56,M,5.00,29.90
JRB,2026-01-02 00:56,250.00,8.00,29.91
JRB,2026-01-02 01:56,260.00,8.00,29.91
JRB,2026-01-02 02:56,250.00,9.00,29.91
JRB,2026-01-02 03:56,270.00,8.00,29.90
JRB,2026-01-02 04:56,250.00,9.00,29.89
JRB,2026-01-02 05:56,M,5.00,29.88
JRB,2026-01-02 06:56,260.00,10.00,29.87
JRB,2026-01-02 07:56,260.00,10.00,29.87
JRB,2026-01-02 08:56,270.00,8.00,29.85
JRB,2026-01-02 09:56,260.00,9.00,29.83
JRB,2026-01-02 10:56,260.00,11.00,29.83
JRB,2026-01-02 11:56,260.00,11.00,29.84
JRB,2026-01-02 12:56,250.00,10.00,29.84
JRB,2026-01-02 13:56,250.00,12.00,29.84
JRB,2026-01-02 14:56,250.00,7.00,29.84
JRB,2026-01-02 15:56,270.00,9.00,29.81
JRB,2026-01-02 16:56,260.00,9.00,29.78
JRB,2026-01-02 17:56,260.00,11.00,29.75
JRB,2026-01-02 18:56,260.00,12.00,29.74
JRB,2026-01-02 19:56,260.00,11.00,29.75
JRB,2026-01-02 20:56,250.00,10.00,29.77
JRB,2026-01-02 21:56,260.00,10.00,29.78
JRB,2026-01-02 22:56,260.00,7.00,29.81
JRB,2026-01-02 23:56,260.00,10.00,29.83
JRB,2026-01-03 00:56,260.00,7.00,29.85
JRB,2026-01-03 01:56,240.00,5.00,29.86
JRB,2026-01-03 02:56,250.00,9.00,29.88
JRB,2026-01-03 03:56,M,3.00,29.89
JRB,2026-01-03 04:56,290.00,4.00,29.90
JRB,2026-01-03 05:56,260.00,6.00,29.90
JRB,2026-01-03 06:56,0.00,0.00,29.92
JRB,2026-01-03 07:56,260.00,7.00,29.93
JRB,2026-01-03 08:56,M,4.00,29.93
JRB,2026-01-03 09:56,260.00,8.00,29.94
JRB,2026-01-03 10:56,260.00,5.00,29.96
JRB,2026-01-03 11:56,250.00,7.00,29.98
JRB,2026-01-03 12:56,M,5.00,29.99
JRB,2026-01-03 13:56,M,3.00,30.01
JRB,2026-01-03 14:56,M,6.00,30.01
JRB,2026-01-03 15:56,M,4.00,30.02
JRB,2026-01-03 16:56,250.00,7.00,30.00
JRB,2026-01-03 17:56,260.00,8.00,29.99
JRB,2026-01-03 18:56,M,4.00,29.98
JRB,2026-01-03 19:56,250.00,7.00,29.97
JRB,2026-01-03 20:56,260.00,5.00,29.98
JRB,2026-01-03 21:56,M,6.00,30.00
JRB,2026-01-03 22:56,250.00,6.00,30.01
JRB,2026-01-03 23:56,250.00,6.00,30.01
JRB,2026-01-04 00:56,240.00,7.00,30.01
JRB,2026-01-04 01:56,260.00,5.00,30.01
JRB,2026-01-04 02:56,250.00,6.00,30.01
JRB,2026-01-04 03:56,240.00,5.00,30.01
JRB,2026-01-04 04:56,M,3.00,30.00
JRB,2026-01-04 05:56,0.00,0.00,30.00
JRB,2026-01-04 06:56,270.00,3.00,30.01
JRB,2026-01-04 07:56,M,3.00,30.02
JRB,2026-01-04 08:56,M,4.00,30.01
JRB,2026-01-04 09:56,240.00,4.00,30.02
JRB,2026-01-04 10:56,M,4.00,30.03
JRB,2026-01-04 11:56,0.00,0.00,30.05
JRB,2026-01-04 12:56,M,3.00,30.06
JRB,2026-01-04 13:56,M,4.00,30.08
JRB,2026-01-04 14:56,M,4.00,30.10
JRB,2026-01-04 15:56,M,3.00,30.10
JRB,2026-01-04 16:56,M,3.00,30.07
JRB,2026-01-04 17:56,250.00,7.00,30.07
JRB,2026-01-04 18:56,M,4.00,30.08
JRB,2026-01-04 19:56,M,3.00,30.09
JRB,2026-01-04 20:56,M,4.00,30.10
JRB,2026-01-04 21:56,0.00,0.00,30.13
JRB,2026-01-04 22:56,0.00,0.00,30.14
JRB,2026-01-04 23:56,250.00,6.00,30.15
JRB,2026-01-05 00:56,260.00,7.00,30.17
JRB,2026-01-05 01:56,260.00,9.00,30.18
JRB,2026-01-05 02:56,260.00,7.00,30.19
JRB,2026-01-05 03:56,260.00,6.00,30.19
JRB,2026-01-05 04:56,260.00,6.00,30.20
JRB,2026-01-05 05:56,250.00,6.00,30.19
JRB,2026-01-05 06:56,250.00,7.00,30.20
JRB,2026-01-05 07:56,250.00,5.00,30.21
JRB,2026-01-05 08:56,250.00,5.00,30.22
JRB,2026-01-05 09:56,250.00,5.00,30.23
JRB,2026-01-05 10:56,250.00,3.00,30.24
JRB,2026-01-05 11:56,240.00,5.00,30.25
JRB,2026-01-05 12:56,240.00,3.00,30.24
JRB,2026-01-05 13:56,240.00,4.00,30.25
JRB,2026-01-05 14:56,M,4.00,30.26
JRB,2026-01-05 15:56,M,6.00,30.24
JRB,2026-01-05 16:56,200.00,7.00,30.21
JRB,2026-01-05 17:56,200.00,7.00,30.18
JRB,2026-01-05 18:56,190.00,9.00,30.16
JRB,2026-01-05 19:56,210.00,10.00,30.15
JRB,2026-01-05 20:56,200.00,8.00,30.13
JRB,2026-01-05 21:56,200.00,8.00,30.11
JRB,2026-01-05 22:56,230.00,8.00,30.11
JRB,2026-01-05 23:56,230.00,8.00,30.08
JRB,2026-01-06 00:56,240.00,8.00,30.07
JRB,2026-01-06 01:56,250.00,6.00,30.06
JRB,2026-01-06 02:56,240.00,6.00,30.05
JRB,2026-01-06 03:56,230.00,6.00,30.03
JRB,2026-01-06 04:56,230.00,5.00,30.01
JRB,2026-01-06 05:56,230.00,5.00,30.00
JRB,2026-01-06 06:56,260.00,4.00,30.00
JRB,2026-01-06 07:56,250.00,5.00,30.00
JRB,2026-01-06 08:56,250.00,3.00,29.99
JRB,2026-01-06 09:56,210.00,5.00,29.99
JRB,2026-01-06 10:56,240.00,4.00,30.00
JRB,2026-01-06 11:56,0.00,0.00,30.00
JRB,2026-01-06 12:56,260.00,3.00,30.00
JRB,2026-01-06 13:56,230.00,4.00,30.01
JRB,2026-01-06 14:56,240.00,3.00,30.01
JRB,2026-01-06 15:56,40.00,6.00,29.98
JRB,2026-01-06 16:56,50.00,5.00,29.94
JRB,2026-01-06 17:56,50.00,6.00,29.92
JRB,2026-01-06 18:56,40.00,7.00,29.90
JRB,2026-01-06 19:56,30.00,8.00,29.88
JRB,2026-01-06 20:56,40.00,7.00,29.87
JRB,2026-01-06 21:43,50.00,7.00,29.85
JRB,2026-01-06 21:56,50.00,7.00,29.85
JRB,2026-01-06 22:08,50.00,8.00,29.84
JRB,2026-01-06 22:56,30.00,10.00,29.83
JRB,2026-01-06 23:56,30.00,11.00,29.82
JRB,2026-01-07 00:56,30.00,9.00,29.82
JRB,2026-01-07 01:25,40.00,11.00,29.79
JRB,2026-01-07 01:49,40.00,10.00,29.78
JRB,2026-01-07 01:56,50.00,11.00,29.77
JRB,2026-01-07 02:07,40.00,11.00,29.76
JRB,2026-01-07 02:56,40.00,8.00,29.75
JRB,2026-01-07 03:56,30.00,11.00,29.72
JRB,2026-01-07 04:49,30.00,7.00,29.70
JRB,2026-01-07 04:56,30.00,9.00,29.70
JRB,2026-01-07 05:56,30.00,7.00,29.68
JRB,2026-01-07 06:56,30.00,7.00,29.68
JRB,2026-01-07 07:56,40.00,7.00,29.67
JRB,2026-01-07 08:45,50.00,9.00,29.66
JRB,2026-01-07 08:56,50.00,6.00,29.66
JRB,2026-01-07 09:02,60.00,8.00,29.66
JRB,2026-01-07 09:13,60.00,7.00,29.66
JRB,2026-01-07 09:56,40.00,6.00,29.65
JRB,2026-01-07 10:17,30.00,3.00,29.66
JRB,2026-01-07 10:56,0.00,0.00,29.66
JRB,2026-01-07 11:26,0.00,0.00,29.67
JRB,2026-01-07 11:35,250.00,4.00,29.68
JRB,2026-01-07 11:47,260.00,4.00,29.68
JRB,2026-01-07 11:56,260.00,3.00,29.68
JRB,2026-01-07 12:12,260.00,4.00,29.68
JRB,2026-01-07 12:25,270.00,4.00,29.69
JRB,2026-01-07 12:53,260.00,6.00,29.70
JRB,2026-01-07 12:56,270.00,5.00,29.70
JRB,2026-01-07 13:19,250.00,7.00,29.70
JRB,2026-01-07 13:28,260.00,8.00,29.71
JRB,2026-01-07 13:35,260.00,7.00,29.71
JRB,2026-01-07 13:43,250.00,7.00,29.71
JRB,2026-01-07 13:56,250.00,6.00,29.71
JRB,2026-01-07 14:56,250.00,6.00,29.72
JRB,2026-01-07 15:56,M,3.00,29.72
JRB,2026-01-07 16:56,M,5.00,29.73
JRB,2026-01-07 17:56,270.00,10.00,29.75
JRB,2026-01-07 18:56,M,3.00,29.76
JRB,2026-01-07 19:56,M,5.00,29.79
JRB,2026-01-07 20:56,M,3.00,29.83
JRB,2026-01-07 21:56,M,3.00,29.88
JRB,2026-01-07 22:56,M,3.00,29.89
JRB,2026-01-07 23:56,0.00,0.00,29.93
JRB,2026-01-08 00:56,0.00,0.00,29.96
JRB,2026-01-08 01:52,0.00,0.00,30.00
JRB,2026-01-08 01:56,0.00,0.00,29.99
JRB,2026-01-08 02:56,M,4.00,30.00
JRB,2026-01-08 03:24,M,5.00,30.00
JRB,2026-01-08 03:56,M,4.00,30.01
JRB,2026-01-08 04:56,M,3.00,30.01
JRB,2026-01-08 05:56,0.00,0.00,30.01
JRB,2026-01-08 06:05,0.00,0.00,30.02
JRB,2026-01-08 06:56,0.00,0.00,30.05
JRB,2026-01-08 07:56,0.00,0.00,30.08
JRB,2026-01-08 08:56,0.00,0.00,30.09
JRB,2026-01-08 09:56,0.00,0.00,30.10
JRB,2026-01-08 10:56,M,3.00,30.13
JRB,2026-01-08 11:56,0.00,0.00,30.14
JRB,2026-01-08 12:14,M,4.00,30.15
JRB,2026-01-08 12:56,260.00,6.00,30.16
JRB,2026-01-08 13:56,250.00,4.00,30.19
JRB,2026-01-08 14:56,230.00,5.00,30.22
JRB,2026-01-08 15:56,M,5.00,30.20
JRB,2026-01-08 16:56,240.00,7.00,30.22
JRB,2026-01-08 17:56,M,5.00,30.22
JRB,2026-01-08 18:56,250.00,7.00,30.21
JRB,2026-01-08 19:56,0.00,0.00,30.21
JRB,2026-01-08 20:56,260.00,7.00,30.23
JRB,2026-01-08 21:56,0.00,0.00,30.25
JRB,2026-01-08 22:56,250.00,3.00,30.27
JRB,2026-01-08 23:56,270.00,3.00,30.30
JRB,2026-01-09 00:56,220.00,4.00,30.31
JRB,2026-01-09 01:56,0.00,0.00,30.31
JRB,2026-01-09 02:56,0.00,0.00,30.31
JRB,2026-01-09 03:56,280.00,3.00,30.30
JRB,2026-01-09 04:56,0.00,0.00,30.29
JRB,2026-01-09 05:56,0.00,0.00,30.30
JRB,2026-01-09 06:56,0.00,0.00,30.32
JRB,2026-01-09 07:56,40.00,4.00,30.32
JRB,2026-01-09 08:56,0.00,0.00,30.32
JRB,2026-01-09 09:56,0.00,0.00,30.33
JRB,2026-01-09 10:56,0.00,0.00,30.32
JRB,2026-01-09 11:56,0.00,0.00,30.31
JRB,2026-01-09 12:56,M,3.00,30.31
JRB,2026-01-09 13:56,260.00,4.00,30.30
JRB,2026-01-09 14:56,190.00,8.00,30.29
JRB,2026-01-09 15:35,190.00,7.00,30.29
JRB,2026-01-09 15:56,M,5.00,30.27
JRB,2026-01-09 16:20,M,6.00,30.25
JRB,2026-01-09 16:56,160.00,8.00,30.22
JRB,2026-01-09 17:56,180.00,9.00,30.20
JRB,2026-01-09 18:56,190.00,5.00,30.16
JRB,2026-01-09 19:56,180.00,7.00,30.14
JRB,2026-01-09 20:56,M,3.00,30.11
JRB,2026-01-09 21:13,0.00,0.00,30.10
JRB,2026-01-09 21:22,0.00,0.00,30.10
JRB,2026-01-09 21:56,0.00,0.00,30.09
JRB,2026-01-09 22:36,0.00,0.00,30.08
JRB,2026-01-09 22:56,0.00,0.00,30.08
JRB,2026-01-09 23:56,310.00,5.00,30.06
JRB,2026-01-10 00:56,280.00,6.00,30.07
JRB,2026-01-10 01:56,270.00,6.00,30.07
JRB,2026-01-10 02:56,260.00,7.00,30.09
JRB,2026-01-10 03:06,270.00,8.00,30.09
JRB,2026-01-10 03:56,270.00,8.00,30.11
JRB,2026-01-10 04:56,260.00,9.00,30.12
JRB,2026-01-10 05:56,M,4.00,30.14
JRB,2026-01-10 06:05,260.00,6.00,30.13
JRB,2026-01-10 06:56,240.00,5.00,30.15
JRB,2026-01-10 07:56,170.00,4.00,30.17
JRB,2026-01-10 08:56,M,5.00,30.18
JRB,2026-01-10 09:56,190.00,4.00,30.19
JRB,2026-01-10 10:56,60.00,4.00,30.20
JRB,2026-01-10 11:56,60.00,8.00,30.21
JRB,2026-01-10 12:56,50.00,8.00,30.21
JRB,2026-01-10 13:56,60.00,6.00,30.23
JRB,2026-01-10 14:56,50.00,8.00,30.22
JRB,2026-01-10 15:56,50.00,9.00,30.21
JRB,2026-01-10 16:56,40.00,6.00,30.19
JRB,2026-01-10 17:56,50.00,8.00,30.14
JRB,2026-01-10 18:56,60.00,6.00,30.11
JRB,2026-01-10 19:56,40.00,8.00,30.10
JRB,2026-01-10 20:46,40.00,10.00,30.10
JRB,2026-01-10 20:56,30.00,6.00,30.09
JRB,2026-01-10 21:18,40.00,10.00,30.07
JRB,2026-01-10 21:56,30.00,9.00,30.06
JRB,2026-01-10 22:25,30.00,10.00,30.05
JRB,2026-01-10 22:56,30.00,10.00,30.01
JRB,2026-01-10 23:56,30.00,13.00,29.93
JRB,2026-01-11 00:56,20.00,11.00,29.89
JRB,2026-01-11 01:25,20.00,8.00,29.88
JRB,2026-01-11 01:56,60.00,12.00,29.85
JRB,2026-01-11 02:56,M,4.00,29.81
JRB,2026-01-11 03:56,40.00,10.00,29.76
JRB,2026-01-11 04:56,0.00,0.00,29.75
JRB,2026-01-11 05:14,140.00,3.00,29.75
JRB,2026-01-11 05:56,0.00,0.00,29.77
JRB,2026-01-11 06:26,M,3.00,29.76
JRB,2026-01-11 06:56,170.00,3.00,29.77
JRB,2026-01-11 07:17,0.00,0.00,29.77
JRB,2026-01-11 07:36,M,3.00,29.77
JRB,2026-01-11 07:56,250.00,5.00,29.78
JRB,2026-01-11 08:56,240.00,8.00,29.79
JRB,2026-01-11 09:12,240.00,4.00,29.80
JRB,2026-01-11 09:21,210.00,4.00,29.80
JRB,2026-01-11 09:52,270.00,6.00,29.81
JRB,2026-01-11 09:56,260.00,7.00,29.81
JRB,2026-01-11 10:56,240.00,4.00,29.84
JRB,2026-01-11 11:10,230.00,3.00,29.83
JRB,2026-01-11 11:56,200.00,5.00,29.83
JRB,2026-01-11 12:56,230.00,5.00,29.83
JRB,2026-01-11 13:56,M,5.00,29.83
JRB,2026-01-11 14:56,0.00,0.00,29.84
JRB,2026-01-11 15:56,M,6.00,29.83
JRB,2026-01-11 16:56,240.00,5.00,29.77
JRB,2026-01-11 17:56,M,6.00,29.76
JRB,2026-01-11 18:56,M,5.00,29.75
JRB,2026-01-11 19:56,270.00,9.00,29.78
JRB,2026-01-11 20:56,M,3.00,29.80
JRB,2026-01-11 21:56,270.00,7.00,29.82
JRB,2026-01-11 22:56,M,3.00,29.87
JRB,2026-01-11 23:56,260.00,9.00,29.89
JRB,2026-01-12 00:56,270.00,12.00,29.91
JRB,2026-01-12 01:56,260.00,15.00,29.93
JRB,2026-01-12 02:56,270.00,7.00,29.96
JRB,2026-01-12 03:56,M,3.00,29.98
JRB,2026-01-12 04:56,M,4.00,30.01
JRB,2026-01-12 05:56,M,4.00,30.03
JRB,2026-01-12 06:56,M,4.00,30.05
JRB,2026-01-12 07:56,M,4.00,30.08
JRB,2026-01-12 08:56,M,5.00,30.10
JRB,2026-01-12 09:56,0.00,0.00,30.13
JRB,2026-01-12 10:56,250.00,7.00,30.16
JRB,2026-01-12 11:56,250.00,9.00,30.18
JRB,2026-01-12 12:56,270.00,10.00,30.21
JRB,2026-01-12 13:56,260.00,9.00,30.23
JRB,2026-01-12 14:56,250.00,12.00,30.22
JRB,2026-01-12 15:56,270.00,11.00,30.20
JRB,2026-01-12 16:56,260.00,12.00,30.19
JRB,2026-01-12 17:56,250.00,12.00,30.15
JRB,2026-01-12 18:56,270.00,13.00,30.14
JRB,2026-01-12 19:56,260.00,12.00,30.13
JRB,2026-01-12 20:56,260.00,10.00,30.13
JRB,2026-01-12 21:56,260.00,12.00,30.13
JRB,2026-01-12 22:56,260.00,13.00,30.14
JRB,2026-01-12 23:56,270.00,11.00,30.14
JRB,2026-01-13 00:56,260.00,9.00,30.15
JRB,2026-01-13 01:56,260.00,11.00,30.15
JRB,2026-01-13 02:56,260.00,6.00,30.15
JRB,2026-01-13 03:56,270.00,8.00,30.15
JRB,2026-01-13 04:56,260.00,7.00,30.14
JRB,2026-01-13 05:56,250.00,6.00,30.13
JRB,2026-01-13 06:56,270.00,6.00,30.12
JRB,2026-01-13 07:56,270.00,7.00,30.13
JRB,2026-01-13 08:56,250.00,5.00,30.11
JRB,2026-01-13 09:56,270.00,5.00,30.12
JRB,2026-01-13 10:56,260.00,6.00,30.11
JRB,2026-01-13 11:56,M,5.00,30.12
JRB,2026-01-13 12:56,260.00,6.00,30.12
JRB,2026-01-13 13:56,250.00,4.00,30.12
JRB,2026-01-13 14:56,250.00,4.00,30.11
JRB,2026-01-13 15:56,250.00,5.00,30.09
JRB,2026-01-13 16:56,240.00,6.00,30.04
JRB,2026-01-13 17:56,250.00,5.00,30.00
JRB,2026-01-13 18:56,220.00,7.00,29.97
JRB,2026-01-13 19:56,150.00,8.00,29.94
JRB,2026-01-13 20:56,190.00,7.00,29.91
JRB,2026-01-13 21:56,210.00,6.00,29.88
JRB,2026-01-13 22:56,220.00,7.00,29.87
JRB,2026-01-13 23:56,230.00,8.00,29.85
JRB,2026-01-14 00:56,240.00,5.00,29.83
JRB,2026-01-14 01:56,280.00,6.00,29.82
JRB,2026-01-14 02:56,280.00,6.00,29.79
JRB,2026-01-14 03:56,270.00,4.00,29.76
JRB,2026-01-14 04:56,270.00,4.00,29.72
JRB,2026-01-14 05:56,290.00,5.00,29.72
JRB,2026-01-14 06:56,0.00,0.00,29.71
JRB,2026-01-14 07:56,280.00,4.00,29.70
JRB,2026-01-14 08:56,280.00,5.00,29.69
JRB,2026-01-14 09:56,280.00,4.00,29.68
JRB,2026-01-14 10:56,280.00,5.00,29.69
JRB,2026-01-14 11:56,280.00,5.00,29.69
JRB,2026-01-14 12:56,250.00,4.00,29.69
JRB,2026-01-14 13:56,240.00,4.00,29.71
JRB,2026-01-14 14:56,270.00,4.00,29.71
JRB,2026-01-14 15:56,250.00,3.00,29.69
JRB,2026-01-14 16:56,0.00,0.00,29.65
JRB,2026-01-14 17:56,0.00,0.00,29.61
JRB,2026-01-14 18:56,50.00,5.00,29.60
JRB,2026-01-14 19:56,40.00,6.00,29.59
JRB,2026-01-14 20:56,40.00,4.00,29.59
JRB,2026-01-14 21:56,30.00,9.00,29.55
JRB,2026-01-14 22:56,40.00,10.00,29.52
JRB,2026-01-14 23:56,30.00,8.00,29.51
JRB,2026-01-15 00:56,110.00,5.00,29.51
JRB,2026-01-15 01:56,340.00,3.00,29.48
JRB,2026-01-15 02:56,0.00,0.00,29.49
JRB,2026-01-15 03:56,0.00,0.00,29.45
JRB,2026-01-15 04:56,260.00,3.00,29.42
JRB,2026-01-15 05:56,230.00,5.00,29.39
JRB,2026-01-15 06:56,280.00,7.00,29.38
JRB,2026-01-15 07:56,250.00,5.00,29.38
JRB,2026-01-15 08:56,270.00,7.00,29.37
JRB,2026-01-15 09:56,260.00,7.00,29.37
JRB,2026-01-15 10:56,270.00,9.00,29.38
JRB,2026-01-15 11:56,270.00,9.00,29.39
JRB,2026-01-15 12:40,260.00,10.00,29.40
JRB,2026-01-15 12:56,270.00,17.00,29.41
JRB,2026-01-15 13:56,260.00,13.00,29.44
JRB,2026-01-15 14:41,270.00,18.00,29.47
JRB,2026-01-15 14:56,260.00,14.00,29.47
JRB,2026-01-15 15:56,270.00,15.00,29.47
JRB,2026-01-15 16:56,270.00,19.00,29.47
JRB,2026-01-15 17:56,260.00,18.00,29.46
