station,valid,drct,sknt,alti
JRB,2025-04-01 00:56,0.00,0.00,29.56
JRB,2025-04-01 01:14,M,3.00,29.59
JRB,2025-04-01 01:32,M,3.00,29.59
JRB,2025-04-01 01:43,0.00,0.00,29.59
JRB,2025-04-01 01:56,250.00,6.00,29.62
JRB,2025-04-01 02:06,240.00,6.00,29.62
JRB,2025-04-01 02:14,0.00,0.00,29.61
JRB,2025-04-01 02:21,20.00,3.00,29.60
JRB,2025-04-01 02:26,0.00,0.00,29.60
JRB,2025-04-01 02:31,0.00,0.00,29.59
JRB,2025-04-01 02:40,240.00,4.00,29.60
JRB,2025-04-01 02:44,210.00,5.00,29.60
JRB,2025-04-01 02:56,0.00,0.00,29.59
JRB,2025-04-01 03:07,240.00,7.00,29.61
JRB,2025-04-01 03:14,240.00,4.00,29.61
JRB,2025-04-01 03:18,270.00,3.00,29.61
JRB,2025-04-01 03:39,0.00,0.00,29.60
JRB,2025-04-01 03:56,0.00,0.00,29.59
JRB,2025-04-01 04:00,230.00,4.00,29.60
JRB,2025-04-01 04:11,280.00,3.00,29.61
JRB,2025-04-01 04:14,270.00,3.00,29.61
JRB,2025-04-01 04:21,0.00,0.00,29.60
JRB,2025-04-01 04:36,200.00,3.00,29.59
JRB,2025-04-01 04:39,190.00,4.00,29.58
JRB,2025-04-01 04:45,180.00,4.00,29.59
JRB,2025-04-01 04:52,0.00,0.00,29.59
JRB,2025-04-01 04:56,220.00,3.00,29.60
JRB,2025-04-01 05:04,0.00,0.00,29.60
JRB,2025-04-01 05:12,0.00,0.00,29.60
JRB,2025-04-01 05:15,0.00,0.00,29.61
JRB,2025-04-01 05:22,230.00,3.00,29.61
JRB,2025-04-01 05:30,0.00,0.00,29.60
JRB,2025-04-01 05:32,0.00,0.00,29.60
JRB,2025-04-01 05:39,0.00,0.00,29.59
JRB,2025-04-01 05:52,0.00,0.00,29.59
JRB,2025-04-01 05:56,0.00,0.00,29.59
JRB,2025-04-01 06:22,0.00,0.00,29.57
JRB,2025-04-01 06:31,270.00,6.00,29.59
JRB,2025-04-01 06:52,M,6.00,29.61
JRB,2025-04-01 06:56,0.00,0.00,29.62
JRB,2025-04-01 07:04,M,4.00,29.62
JRB,2025-04-01 07:28,M,3.00,29.61
JRB,2025-04-01 07:56,0.00,0.00,29.62
JRB,2025-04-01 08:56,M,6.00,29.67
JRB,2025-04-01 09:44,M,3.00,29.72
JRB,2025-04-01 09:53,280.00,5.00,29.72
JRB,2025-04-01 09:56,M,4.00,29.73
JRB,2025-04-01 10:33,M,3.00,29.77
JRB,2025-04-01 10:53,M,5.00,29.79
JRB,2025-04-01 10:56,M,4.00,29.80
JRB,2025-04-01 11:56,M,4.00,29.86
JRB,2025-04-01 12:56,M,5.00,29.89
JRB,2025-04-01 13:56,M,5.00,29.92
JRB,2025-04-01 14:56,M,4.00,29.94
JRB,2025-04-01 15:56,250.00,7.00,29.97
JRB,2025-04-01 16:56,M,3.00,29.99
JRB,2025-04-01 17:56,240.00,6.00,30.01
JRB,2025-04-01 18:56,M,4.00,30.02
JRB,2025-04-01 19:56,M,4.00,30.04
JRB,2025-04-01 20:56,M,4.00,30.06
JRB,2025-04-01 21:56,M,6.00,30.10
JRB,2025-04-01 22:56,M,3.00,30.12
JRB,2025-04-01 23:56,M,4.00,30.16
JRB,2025-04-02 00:56,0.00,0.00,30.20
JRB,2025-04-02 01:56,250.00,6.00,30.25
JRB,2025-04-02 02:56,280.00,4.00,30.28
JRB,2025-04-02 03:56,M,3.00,30.31
JRB,2025-04-02 04:56,150.00,5.00,30.34
JRB,2025-04-02 05:56,M,5.00,30.35
JRB,2025-04-02 06:56,50.00,6.00,30.36
JRB,2025-04-02 07:56,40.00,13.00,30.37
JRB,2025-04-02 08:56,40.00,13.00,30.39
JRB,2025-04-02 09:56,50.00,14.00,30.44
JRB,2025-04-02 10:56,50.00,11.00,30.47
JRB,2025-04-02 13:56,30.00,9.00,30.50
JRB,2025-04-02 14:56,40.00,10.00,30.49
JRB,2025-04-02 15:56,M,5.00,30.49
JRB,2025-04-02 16:56,150.00,11.00,30.50
JRB,2025-04-02 17:56,M,6.00,30.49
JRB,2025-04-02 18:56,M,6.00,30.51
JRB,2025-04-02 19:56,130.00,9.00,30.51
JRB,2025-04-02 20:56,80.00,8.00,30.47
JRB,2025-04-02 21:56,80.00,7.00,30.46
JRB,2025-04-02 22:56,130.00,13.00,30.43
JRB,2025-04-02 23:56,120.00,12.00,30.40
JRB,2025-04-03 00:56,150.00,8.00,30.42
JRB,2025-04-03 01:54,M,6.00,30.37
JRB,2025-04-03 01:56,140.00,8.00,30.37
JRB,2025-04-03 02:52,160.00,7.00,30.37
JRB,2025-04-03 02:56,150.00,8.00,30.37
JRB,2025-04-03 03:56,180.00,7.00,30.34
JRB,2025-04-03 04:56,110.00,6.00,30.32
JRB,2025-04-03 05:56,M,5.00,30.30
JRB,2025-04-03 06:54,60.00,7.00,30.28
JRB,2025-04-03 06:56,50.00,8.00,30.28
JRB,2025-04-03 07:04,50.00,9.00,30.27
JRB,2025-04-03 07:56,40.00,8.00,30.24
JRB,2025-04-03 08:56,40.00,7.00,30.22
JRB,2025-04-03 09:56,30.00,6.00,30.19
JRB,2025-04-03 10:56,M,4.00,30.16
JRB,2025-04-03 11:18,350.00,4.00,30.14
JRB,2025-04-03 11:56,0.00,0.00,30.13
JRB,2025-04-03 12:11,0.00,0.00,30.13
JRB,2025-04-03 12:56,0.00,0.00,30.11
JRB,2025-04-03 13:56,260.00,5.00,30.12
JRB,2025-04-03 14:56,270.00,5.00,30.12
JRB,2025-04-03 15:56,250.00,5.00,30.09
JRB,2025-04-03 16:56,280.00,7.00,30.05
JRB,2025-04-03 17:46,270.00,5.00,30.04
JRB,2025-04-03 17:56,260.00,7.00,30.03
JRB,2025-04-03 18:44,250.00,7.00,30.02
JRB,2025-04-03 18:56,260.00,9.00,30.01
JRB,2025-04-03 19:18,270.00,9.00,30.00
JRB,2025-04-03 19:56,270.00,10.00,29.99
JRB,2025-04-03 20:56,270.00,7.00,29.98
JRB,2025-04-03 21:56,280.00,8.00,29.95
JRB,2025-04-03 22:56,270.00,12.00,29.96
JRB,2025-04-03 23:56,270.00,13.00,29.97
JRB,2025-04-04 00:56,270.00,13.00,29.99
JRB,2025-04-04 01:56,260.00,8.00,29.98
JRB,2025-04-04 02:56,270.00,12.00,29.98
JRB,2025-04-04 03:56,270.00,10.00,29.98
JRB,2025-04-04 04:56,260.00,8.00,29.98
JRB,2025-04-04 05:56,260.00,9.00,29.99
JRB,2025-04-04 06:56,260.00,5.00,29.99
JRB,2025-04-04 07:56,270.00,6.00,29.99
JRB,2025-04-04 08:56,M,3.00,30.02
JRB,2025-04-04 09:56,50.00,7.00,30.07
JRB,2025-04-04 10:56,230.00,3.00,30.10
JRB,2025-04-04 11:56,0.00,0.00,30.11
JRB,2025-04-04 12:56,230.00,4.00,30.14
JRB,2025-04-04 13:56,0.00,0.00,30.15
JRB,2025-04-04 14:56,0.00,0.00,30.17
JRB,2025-04-04 15:56,M,5.00,30.16
JRB,2025-04-04 16:56,M,3.00,30.16
JRB,2025-04-04 17:56,M,3.00,30.17
JRB,2025-04-04 18:56,M,4.00,30.17
JRB,2025-04-04 19:56,310.00,7.00,30.18
JRB,2025-04-04 20:56,M,4.00,30.19
JRB,2025-04-04 21:56,0.00,0.00,30.21
JRB,2025-04-04 22:56,20.00,3.00,30.23
JRB,2025-04-04 23:56,0.00,0.00,30.26
JRB,2025-04-05 00:56,M,3.00,30.28
JRB,2025-04-05 01:56,0.00,0.00,30.30
JRB,2025-04-05 02:56,40.00,11.00,30.31
JRB,2025-04-05 03:56,60.00,4.00,30.32
JRB,2025-04-05 04:56,50.00,9.00,30.30
JRB,2025-04-05 05:56,60.00,10.00,30.31
JRB,2025-04-05 06:56,50.00,11.00,30.30
JRB,2025-04-05 07:56,50.00,12.00,30.30
JRB,2025-04-05 08:56,40.00,15.00,30.30
JRB,2025-04-05 09:56,80.00,12.00,30.31
JRB,2025-04-05 10:56,80.00,13.00,30.36
JRB,2025-04-05 11:56,50.00,14.00,30.35
JRB,2025-04-05 12:56,70.00,11.00,30.35
JRB,2025-04-05 13:56,90.00,7.00,30.34
JRB,2025-04-05 14:56,90.00,10.00,30.32
JRB,2025-04-05 15:56,60.00,16.00,30.27
JRB,2025-04-05 16:56,60.00,15.00,30.26
JRB,2025-04-05 17:56,70.00,12.00,30.22
JRB,2025-04-05 18:56,60.00,12.00,30.17
JRB,2025-04-05 19:32,100.00,12.00,30.14
JRB,2025-04-05 19:56,70.00,16.00,30.11
JRB,2025-04-05 20:10,90.00,11.00,30.11
JRB,2025-04-05 20:46,40.00,11.00,30.12
JRB,2025-04-05 20:56,50.00,8.00,30.13
JRB,2025-04-05 21:11,50.00,10.00,30.12
JRB,2025-04-05 21:32,50.00,10.00,30.11
JRB,2025-04-05 21:56,50.00,11.00,30.10
JRB,2025-04-05 22:20,30.00,10.00,30.09
JRB,2025-04-05 22:56,30.00,12.00,30.07
JRB,2025-04-05 23:56,40.00,11.00,30.07
JRB,2025-04-06 00:56,50.00,12.00,30.07
JRB,2025-04-06 01:56,40.00,11.00,30.05
JRB,2025-04-06 02:56,30.00,10.00,30.01
JRB,2025-04-06 03:56,60.00,9.00,29.98
JRB,2025-04-06 04:56,50.00,8.00,29.95
JRB,2025-04-06 05:25,50.00,6.00,29.95
JRB,2025-04-06 05:40,70.00,5.00,29.94
JRB,2025-04-06 05:56,80.00,5.00,29.92
JRB,2025-04-06 06:05,50.00,6.00,29.92
JRB,2025-04-06 06:15,50.00,6.00,29.92
JRB,2025-04-06 06:22,60.00,5.00,29.91
JRB,2025-04-06 06:33,90.00,4.00,29.90
JRB,2025-04-06 06:56,80.00,6.00,29.87
JRB,2025-04-06 07:56,80.00,4.00,29.85
JRB,2025-04-06 08:56,70.00,4.00,29.80
JRB,2025-04-06 09:56,0.00,0.00,29.80
JRB,2025-04-06 10:53,0.00,0.00,29.81
JRB,2025-04-06 10:56,260.00,3.00,29.81
JRB,2025-04-06 11:56,0.00,0.00,29.83
JRB,2025-04-06 12:08,40.00,4.00,29.82
JRB,2025-04-06 12:36,50.00,5.00,29.80
JRB,2025-04-06 12:56,170.00,3.00,29.82
JRB,2025-04-06 13:08,0.00,0.00,29.82
JRB,2025-04-06 13:34,50.00,6.00,29.82
JRB,2025-04-06 13:56,0.00,0.00,29.84
JRB,2025-04-06 14:06,200.00,4.00,29.84
JRB,2025-04-06 14:56,M,6.00,29.84
JRB,2025-04-06 15:19,60.00,7.00,29.84
JRB,2025-04-06 15:33,50.00,8.00,29.83
JRB,2025-04-06 15:56,90.00,4.00,29.83
JRB,2025-04-06 16:56,270.00,6.00,29.85
JRB,2025-04-06 17:08,0.00,0.00,29.88
JRB,2025-04-06 17:36,M,3.00,29.88
JRB,2025-04-06 17:56,0.00,0.00,29.85
JRB,2025-04-06 18:56,0.00,0.00,29.85
JRB,2025-04-06 19:56,250.00,6.00,29.82
JRB,2025-04-06 20:56,M,4.00,29.82
JRB,2025-04-06 21:56,260.00,6.00,29.85
JRB,2025-04-06 22:56,M,3.00,29.86
JRB,2025-04-06 23:56,260.00,4.00,29.88
JRB,2025-04-07 00:56,270.00,3.00,29.89
JRB,2025-04-07 01:56,0.00,0.00,29.90
JRB,2025-04-07 02:56,0.00,0.00,29.90
JRB,2025-04-07 03:56,M,4.00,29.89
JRB,2025-04-07 04:56,M,4.00,29.87
JRB,2025-04-07 05:56,0.00,0.00,29.86
JRB,2025-04-07 06:56,260.00,6.00,29.88
JRB,2025-04-07 07:56,0.00,0.00,29.89
JRB,2025-04-07 08:38,M,6.00,29.87
JRB,2025-04-07 08:56,60.00,6.00,29.87
JRB,2025-04-07 09:13,60.00,10.00,29.87
JRB,2025-04-07 09:56,50.00,8.00,29.88
JRB,2025-04-07 10:56,40.00,12.00,29.87
JRB,2025-04-07 11:56,40.00,13.00,29.87
JRB,2025-04-07 12:41,50.00,13.00,29.88
JRB,2025-04-07 12:56,40.00,10.00,29.87
JRB,2025-04-07 13:20,40.00,11.00,29.84
JRB,2025-04-07 13:56,30.00,10.00,29.82
JRB,2025-04-07 14:14,50.00,9.00,29.84
JRB,2025-04-07 14:56,40.00,9.00,29.83
JRB,2025-04-07 15:56,50.00,10.00,29.80
JRB,2025-04-07 16:56,30.00,7.00,29.81
JRB,2025-04-07 17:56,30.00,7.00,29.78
JRB,2025-04-07 18:56,30.00,9.00,29.73
JRB,2025-04-07 19:36,40.00,8.00,29.71
JRB,2025-04-07 19:56,50.00,6.00,29.74
JRB,2025-04-07 20:08,60.00,5.00,29.73
JRB,2025-04-07 20:19,40.00,8.00,29.73
JRB,2025-04-07 20:46,50.00,8.00,29.72
JRB,2025-04-07 20:56,50.00,8.00,29.72
JRB,2025-04-07 21:22,40.00,10.00,29.70
JRB,2025-04-07 21:54,50.00,9.00,29.69
JRB,2025-04-07 21:56,50.00,8.00,29.69
JRB,2025-04-07 22:56,40.00,8.00,29.71
JRB,2025-04-07 23:56,M,6.00,29.71
JRB,2025-04-08 00:56,60.00,7.00,29.70
JRB,2025-04-08 01:03,60.00,7.00,29.70
JRB,2025-04-08 01:11,60.00,7.00,29.69
JRB,2025-04-08 01:56,70.00,6.00,29.68
JRB,2025-04-08 02:56,60.00,5.00,29.69
JRB,2025-04-08 03:56,0.00,0.00,29.66
JRB,2025-04-08 04:56,0.00,0.00,29.66
JRB,2025-04-08 05:56,220.00,5.00,29.67
JRB,2025-04-08 06:06,220.00,3.00,29.63
JRB,2025-04-08 06:56,250.00,6.00,29.64
JRB,2025-04-08 07:44,250.00,6.00,29.62
JRB,2025-04-08 07:56,240.00,6.00,29.62
JRB,2025-04-08 08:20,260.00,6.00,29.62
JRB,2025-04-08 08:33,270.00,6.00,29.62
JRB,2025-04-08 08:56,250.00,7.00,29.61
JRB,2025-04-08 09:56,270.00,8.00,29.62
JRB,2025-04-08 10:56,260.00,9.00,29.64
JRB,2025-04-08 11:32,M,3.00,29.66
JRB,2025-04-08 11:47,M,5.00,29.67
JRB,2025-04-08 11:56,M,5.00,29.67
JRB,2025-04-08 12:16,250.00,7.00,29.68
JRB,2025-04-08 12:32,M,3.00,29.69
JRB,2025-04-08 12:56,M,6.00,29.70
JRB,2025-04-08 13:56,290.00,7.00,29.71
JRB,2025-04-08 14:56,M,4.00,29.72
JRB,2025-04-08 15:56,M,5.00,29.72
JRB,2025-04-08 16:56,270.00,11.00,29.72
JRB,2025-04-08 17:56,M,6.00,29.73
JRB,2025-04-08 18:56,M,4.00,29.74
JRB,2025-04-08 19:56,M,5.00,29.76
JRB,2025-04-08 20:56,M,6.00,29.79
JRB,2025-04-08 21:56,M,6.00,29.83
JRB,2025-04-08 22:56,280.00,7.00,29.88
JRB,2025-04-08 23:56,M,3.00,29.92
JRB,2025-04-09 00:56,M,5.00,29.96
JRB,2025-04-09 01:56,M,4.00,30.00
JRB,2025-04-09 02:56,0.00,0.00,30.03
JRB,2025-04-09 03:56,M,5.00,30.06
JRB,2025-04-09 04:56,M,3.00,30.09
JRB,2025-04-09 05:56,M,4.00,30.11
JRB,2025-04-09 06:56,260.00,8.00,30.14
JRB,2025-04-09 07:56,260.00,5.00,30.16
JRB,2025-04-09 08:56,M,5.00,30.18
JRB,2025-04-09 09:56,280.00,6.00,30.21
JRB,2025-04-09 10:56,0.00,0.00,30.25
JRB,2025-04-09 11:56,M,3.00,30.26
JRB,2025-04-09 12:56,0.00,0.00,30.28
JRB,2025-04-09 13:56,260.00,9.00,30.29
JRB,2025-04-09 14:56,240.00,10.00,30.29
JRB,2025-04-09 15:56,230.00,6.00,30.28
JRB,2025-04-09 16:56,M,4.00,30.27
JRB,2025-04-09 17:56,220.00,6.00,30.27
JRB,2025-04-09 18:56,210.00,3.00,30.25
JRB,2025-04-09 19:56,210.00,8.00,30.24
JRB,2025-04-09 20:56,M,4.00,30.23
JRB,2025-04-09 21:56,190.00,11.00,30.25
JRB,2025-04-09 22:56,180.00,9.00,30.27
JRB,2025-04-09 23:56,180.00,6.00,30.28
JRB,2025-04-10 00:56,170.00,9.00,30.30
JRB,2025-04-10 01:56,190.00,10.00,30.31
JRB,2025-04-10 02:56,190.00,6.00,30.31
JRB,2025-04-10 03:56,0.00,0.00,30.32
JRB,2025-04-10 04:56,220.00,6.00,30.34
JRB,2025-04-10 05:56,250.00,7.00,30.35
JRB,2025-04-10 06:56,260.00,5.00,30.34
JRB,2025-04-10 07:56,220.00,4.00,30.34
JRB,2025-04-10 08:56,0.00,0.00,30.34
JRB,2025-04-10 09:56,200.00,4.00,30.35
JRB,2025-04-10 10:56,0.00,0.00,30.36
JRB,2025-04-10 11:56,0.00,0.00,30.37
JRB,2025-04-10 12:56,60.00,4.00,30.37
JRB,2025-04-10 13:56,110.00,5.00,30.36
JRB,2025-04-10 14:56,180.00,8.00,30.37
JRB,2025-04-10 15:56,130.00,11.00,30.35
JRB,2025-04-10 16:56,160.00,12.00,30.36
JRB,2025-04-10 17:56,170.00,12.00,30.35
JRB,2025-04-10 18:56,150.00,10.00,30.34
JRB,2025-04-10 19:56,180.00,8.00,30.34
JRB,2025-04-10 20:56,160.00,8.00,30.34
JRB,2025-04-10 21:18,50.00,8.00,30.32
JRB,2025-04-10 21:56,60.00,10.00,30.30
JRB,2025-04-10 22:56,90.00,8.00,30.29
JRB,2025-04-10 23:56,90.00,7.00,30.28
JRB,2025-04-11 00:56,120.00,8.00,30.30
JRB,2025-04-11 01:56,120.00,9.00,30.30
JRB,2025-04-11 02:56,50.00,11.00,30.27
JRB,2025-04-11 03:56,90.00,5.00,30.24
JRB,2025-04-11 04:56,M,6.00,30.24
JRB,2025-04-11 05:56,80.00,4.00,30.24
JRB,2025-04-11 06:03,M,4.00,30.23
JRB,2025-04-11 06:56,130.00,8.00,30.22
JRB,2025-04-11 07:48,40.00,11.00,30.19
JRB,2025-04-11 07:56,50.00,9.00,30.19
JRB,2025-04-11 08:16,50.00,9.00,30.18
JRB,2025-04-11 08:56,50.00,10.00,30.17
JRB,2025-04-11 09:56,40.00,8.00,30.18
JRB,2025-04-11 10:22,40.00,10.00,30.17
JRB,2025-04-11 10:56,40.00,10.00,30.17
JRB,2025-04-11 11:56,40.00,12.00,30.18
JRB,2025-04-11 12:06,50.00,8.00,30.18
JRB,2025-04-11 12:14,40.00,9.00,30.19
JRB,2025-04-11 12:56,50.00,9.00,30.19
JRB,2025-04-11 13:07,40.00,9.00,30.19
JRB,2025-04-11 13:18,40.00,9.00,30.20
JRB,2025-04-11 13:56,40.00,8.00,30.20
JRB,2025-04-11 14:27,40.00,10.00,30.19
JRB,2025-04-11 14:40,40.00,7.00,30.20
JRB,2025-04-11 14:56,40.00,8.00,30.20
JRB,2025-04-11 15:40,40.00,10.00,30.19
JRB,2025-04-11 15:56,40.00,8.00,30.18
JRB,2025-04-11 16:21,40.00,9.00,30.17
JRB,2025-04-11 16:34,40.00,8.00,30.17
JRB,2025-04-11 16:54,40.00,10.00,30.17
JRB,2025-04-11 16:56,40.00,9.00,30.17
JRB,2025-04-11 17:06,50.00,11.00,30.16
JRB,2025-04-11 17:27,50.00,9.00,30.16
JRB,2025-04-11 17:56,50.00,11.00,30.16
JRB,2025-04-11 18:56,40.00,9.00,30.14
JRB,2025-04-11 19:24,30.00,9.00,30.13
JRB,2025-04-11 19:56,30.00,13.00,30.11
JRB,2025-04-11 20:05,30.00,9.00,30.11
JRB,2025-04-11 20:54,40.00,8.00,30.10
JRB,2025-04-11 20:56,30.00,8.00,30.10
JRB,2025-04-11 21:56,40.00,11.00,30.10
JRB,2025-04-11 22:46,30.00,11.00,30.08
JRB,2025-04-11 22:56,30.00,12.00,30.08
JRB,2025-04-11 23:18,30.00,12.00,30.07
JRB,2025-04-11 23:56,30.00,10.00,30.07
JRB,2025-04-12 00:56,40.00,15.00,30.06
JRB,2025-04-12 01:56,30.00,12.00,30.04
JRB,2025-04-12 02:12,40.00,13.00,30.05
JRB,2025-04-12 02:38,30.00,10.00,30.05
JRB,2025-04-12 02:56,30.00,16.00,30.04
JRB,2025-04-12 03:14,40.00,13.00,30.03
JRB,2025-04-12 03:51,30.00,10.00,30.02
JRB,2025-04-12 03:56,30.00,11.00,30.02
JRB,2025-04-12 04:13,30.00,13.00,30.01
JRB,2025-04-12 04:56,30.00,18.00,30.00
JRB,2025-04-12 05:38,30.00,8.00,30.00
JRB,2025-04-12 05:56,30.00,7.00,30.01
JRB,2025-04-12 06:03,30.00,10.00,30.00
JRB,2025-04-12 06:31,30.00,8.00,29.99
JRB,2025-04-12 06:47,M,6.00,29.96
JRB,2025-04-12 06:56,80.00,7.00,29.95
JRB,2025-04-12 07:56,30.00,10.00,29.96
JRB,2025-04-12 08:56,40.00,12.00,29.96
JRB,2025-04-12 09:56,40.00,12.00,29.96
JRB,2025-04-12 10:56,30.00,9.00,29.95
JRB,2025-04-12 11:03,30.00,11.00,29.94
JRB,2025-04-12 11:19,40.00,12.00,29.94
JRB,2025-04-12 11:56,20.00,8.00,29.95
JRB,2025-04-12 12:56,40.00,14.00,29.95
JRB,2025-04-12 13:56,40.00,14.00,29.96
JRB,2025-04-12 14:56,40.00,11.00,29.96
JRB,2025-04-12 15:56,20.00,11.00,29.96
JRB,2025-04-12 16:56,50.00,14.00,29.96
JRB,2025-04-12 17:03,40.00,13.00,29.96
JRB,2025-04-12 17:56,40.00,7.00,29.95
JRB,2025-04-12 18:32,M,4.00,29.95
JRB,2025-04-12 18:40,60.00,6.00,29.94
JRB,2025-04-12 18:56,M,3.00,29.94
JRB,2025-04-12 19:45,0.00,0.00,29.93
JRB,2025-04-12 19:56,M,4.00,29.93
JRB,2025-04-12 20:18,M,3.00,29.93
JRB,2025-04-12 20:43,M,4.00,29.93
JRB,2025-04-12 20:56,M,5.00,29.93
JRB,2025-04-12 21:09,M,4.00,29.93
JRB,2025-04-12 21:49,M,4.00,29.94
JRB,2025-04-12 21:56,M,3.00,29.94
JRB,2025-04-12 22:56,70.00,5.00,29.95
JRB,2025-04-12 23:56,M,3.00,29.95
JRB,2025-04-13 00:38,M,3.00,29.96
JRB,2025-04-13 00:56,50.00,6.00,29.96
JRB,2025-04-13 01:40,40.00,11.00,29.96
JRB,2025-04-13 01:56,50.00,9.00,29.95
JRB,2025-04-13 02:56,40.00,12.00,29.95
JRB,2025-04-13 03:24,40.00,9.00,29.95
JRB,2025-04-13 03:35,M,6.00,29.95
JRB,2025-04-13 03:56,40.00,12.00,29.95
JRB,2025-04-13 04:56,M,4.00,29.94
JRB,2025-04-13 05:56,M,4.00,29.93
JRB,2025-04-13 06:56,60.00,6.00,29.91
JRB,2025-04-13 07:56,M,3.00,29.90
JRB,2025-04-13 08:56,60.00,7.00,29.90
JRB,2025-04-13 09:12,50.00,6.00,29.91
JRB,2025-04-13 09:56,M,6.00,29.91
JRB,2025-04-13 10:56,250.00,4.00,29.93
JRB,2025-04-13 11:38,M,3.00,29.94
JRB,2025-04-13 11:56,180.00,4.00,29.94
JRB,2025-04-13 12:56,M,3.00,29.93
JRB,2025-04-13 13:35,M,4.00,29.93
JRB,2025-04-13 13:56,0.00,0.00,29.93
JRB,2025-04-13 14:18,200.00,4.00,29.93
JRB,2025-04-13 14:46,M,4.00,29.92
JRB,2025-04-13 14:56,M,3.00,29.92
JRB,2025-04-13 15:13,M,3.00,29.92
JRB,2025-04-13 15:56,0.00,0.00,29.91
JRB,2025-04-13 16:56,230.00,6.00,29.90
JRB,2025-04-13 17:56,0.00,0.00,29.88
JRB,2025-04-13 18:56,M,4.00,29.87
JRB,2025-04-13 19:56,M,6.00,29.86
JRB,2025-04-13 20:56,190.00,5.00,29.86
JRB,2025-04-13 21:56,M,3.00,29.87
JRB,2025-04-13 22:56,170.00,4.00,29.87
JRB,2025-04-13 23:56,0.00,0.00,29.88
JRB,2025-04-14 00:56,250.00,3.00,29.90
JRB,2025-04-14 01:56,0.00,0.00,29.91
JRB,2025-04-14 02:56,0.00,0.00,29.91
JRB,2025-04-14 03:56,0.00,0.00,29.91
JRB,2025-04-14 04:56,240.00,4.00,29.92
JRB,2025-04-14 05:56,0.00,0.00,29.92
JRB,2025-04-14 06:56,210.00,5.00,29.91
JRB,2025-04-14 07:56,0.00,0.00,29.91
JRB,2025-04-14 08:56,250.00,4.00,29.92
JRB,2025-04-14 09:56,260.00,4.00,29.93
JRB,2025-04-14 10:56,280.00,6.00,29.94
JRB,2025-04-14 11:56,240.00,6.00,29.94
JRB,2025-04-14 12:56,250.00,6.00,29.93
JRB,2025-04-14 13:56,220.00,5.00,29.91
JRB,2025-04-14 14:56,230.00,5.00,29.90
JRB,2025-04-14 15:56,M,4.00,29.90
JRB,2025-04-14 16:56,250.00,4.00,29.88
JRB,2025-04-14 17:56,240.00,4.00,29.86
JRB,2025-04-14 18:56,M,5.00,29.82
JRB,2025-04-14 19:56,210.00,4.00,29.80
JRB,2025-04-14 20:56,160.00,7.00,29.78
JRB,2025-04-14 21:56,M,3.00,29.77
JRB,2025-04-14 22:56,70.00,3.00,29.74
JRB,2025-04-14 23:56,40.00,6.00,29.71
JRB,2025-04-15 00:56,0.00,0.00,29.74
JRB,2025-04-15 01:56,40.00,4.00,29.74
JRB,2025-04-15 02:56,40.00,5.00,29.70
JRB,2025-04-15 03:56,0.00,0.00,29.70
JRB,2025-04-15 04:56,0.00,0.00,29.67
JRB,2025-04-15 05:56,0.00,0.00,29.63
JRB,2025-04-15 06:56,0.00,0.00,29.59
JRB,2025-04-15 07:56,0.00,0.00,29.58
JRB,2025-04-15 08:56,0.00,0.00,29.55
JRB,2025-04-15 09:56,0.00,0.00,29.55
JRB,2025-04-15 10:56,220.00,4.00,29.55
JRB,2025-04-15 11:56,M,6.00,29.56
JRB,2025-04-15 12:56,250.00,8.00,29.52
JRB,2025-04-15 13:56,200.00,5.00,29.50
JRB,2025-04-15 14:56,M,5.00,29.51
JRB,2025-04-15 15:56,260.00,7.00,29.48
JRB,2025-04-15 16:56,270.00,12.00,29.46
JRB,2025-04-15 17:56,270.00,18.00,29.43
JRB,2025-04-15 18:56,270.00,13.00,29.41
JRB,2025-04-15 19:56,260.00,12.00,29.40
JRB,2025-04-15 20:56,M,4.00,29.44
JRB,2025-04-15 21:56,310.00,7.00,29.47
JRB,2025-04-15 22:56,270.00,4.00,29.52
JRB,2025-04-15 23:56,0.00,0.00,29.53
JRB,2025-04-16 00:56,270.00,9.00,29.57
JRB,2025-04-16 01:56,M,5.00,29.59
JRB,2025-04-16 02:56,M,3.00,29.62
JRB,2025-04-16 03:56,M,4.00,29.64
JRB,2025-04-16 04:56,M,3.00,29.64
JRB,2025-04-16 05:56,M,5.00,29.64
JRB,2025-04-16 06:56,260.00,12.00,29.66
JRB,2025-04-16 07:56,260.00,12.00,29.66
JRB,2025-04-16 08:56,270.00,12.00,29.66
JRB,2025-04-16 09:56,270.00,14.00,29.67
JRB,2025-04-16 10:56,270.00,7.00,29.70
JRB,2025-04-16 11:56,M,5.00,29.72
JRB,2025-04-16 12:56,M,5.00,29.73
JRB,2025-04-16 13:56,M,3.00,29.75
JRB,2025-04-16 14:56,M,5.00,29.76
JRB,2025-04-16 15:56,M,4.00,29.77
JRB,2025-04-16 16:56,270.00,10.00,29.78
JRB,2025-04-16 17:56,M,4.00,29.78
JRB,2025-04-16 18:56,M,5.00,29.77
JRB,2025-04-16 19:56,280.00,7.00,29.78
JRB,2025-04-16 20:56,M,4.00,29.80
JRB,2025-04-16 21:56,M,6.00,29.82
JRB,2025-04-16 22:56,M,4.00,29.85
JRB,2025-04-16 23:56,0.00,0.00,29.89
JRB,2025-04-17 00:56,0.00,0.00,29.92
JRB,2025-04-17 01:56,0.00,0.00,29.95
